filename,text,backend,duration,success,error
gtts_0000_1776890323.wav,Please say the phrase I am not a robot to continue with verification.,gtts,5.088,True,
gtts_0001_1776890323.wav,The pharmacy on Oak Boulevard opens at eight AM Monday through Friday.,gtts,5.472,True,
gtts_0002_1776890324.wav,Learning rate schedulers adjust optimization speed throughout the training process.,gtts,5.64,True,
gtts_0003_1776890324.wav,I would like to speak with a supervisor regarding my recent complaint.,gtts,4.92,True,
gtts_0004_1776890324.wav,The waterfall cascaded down the moss covered rocks into the pool below.,gtts,5.328,True,
gtts_0005_1776890325.wav,Receiver operating characteristic curves plot sensitivity versus specificity tradeoffs.,gtts,6.744,True,
gtts_0006_1776890325.wav,Please confirm that the amount of two hundred fifty dollars is correct.,gtts,4.8,True,
gtts_0007_1776890325.wav,The farmers market sells fresh organic produce every Saturday morning.,gtts,4.824,True,
gtts_0008_1776890325.wav,Early stopping prevents models from training beyond their optimal performance point.,gtts,5.424,True,
gtts_0009_1776890326.wav,I am calling to activate my new debit card ending in three two one.,gtts,5.016,True,
gtts_0010_1776890326.wav,The cathedral in the city center was built over five hundred years ago.,gtts,4.992,True,
gtts_0011_1776890326.wav,Pairwise variability index measures rhythmic regularity in spoken language.,gtts,5.664,True,
gtts_0012_1776890326.wav,Please state your current home address including the zip code.,gtts,3.84,True,
gtts_0013_1776890326.wav,The roller coaster at the amusement park reaches speeds of sixty miles per hour.,gtts,5.904,True,
gtts_0014_1776890327.wav,Mixed precision training uses both sixteen and thirty two bit floating point numbers.,gtts,6.216,True,
gtts_0015_1776890327.wav,I want to set up automatic payments for my monthly utility bills.,gtts,5.016,True,
gtts_0016_1776890328.wav,The sunset painted the sky in vivid shades of pink purple and orange.,gtts,5.28,True,
gtts_0017_1776890328.wav,Spectral flux quantifies the rate of change in the frequency spectrum over time.,gtts,6.024,True,
gtts_0018_1776890328.wav,Please read aloud the following sentence for quality assurance purposes.,gtts,4.896,True,
gtts_0019_1776890328.wav,The bicycle shop on Maple Street offers free tune ups on Wednesdays.,gtts,5.424,True,
gtts_0020_1776890329.wav,Cosine annealing gradually reduces the learning rate following a cosine curve.,gtts,5.448,True,
gtts_0021_1776890329.wav,I need to verify a recent transaction of seven hundred eighty nine dollars.,gtts,5.52,True,
gtts_0022_1776890329.wav,The birds sang cheerfully in the treetops as morning light filled the forest.,gtts,5.136,True,
gtts_0023_1776890330.wav,Voice activity detection identifies segments of speech within an audio recording.,gtts,5.784,True,
gtts_0024_1776890330.wav,Please say your mother maiden name for additional security verification.,gtts,4.728,True,
gtts_0025_1776890330.wav,The university campus spans over three hundred acres of beautiful parkland.,gtts,5.256,True,
gtts_0026_1776890330.wav,Adam optimizer combines momentum and adaptive learning rates for efficient training.,gtts,5.64,True,
gtts_0027_1776890330.wav,I am requesting an extension on my loan payment due date this month.,gtts,4.92,True,
gtts_0028_1776890331.wav,The hot air balloon drifted peacefully across the wide open countryside.,gtts,4.944,True,
gtts_0029_1776890331.wav,Detection error tradeoff curves are standard in speaker verification research.,gtts,5.568,True,
gtts_0030_1776890331.wav,Please provide your membership number so I can pull up your account.,gtts,4.464,True,
gtts_0031_1776890331.wav,The aquarium downtown has a new exhibit featuring tropical marine life.,gtts,5.136,True,
gtts_0032_1776890332.wav,ResNet architecture uses skip connections to train very deep neural networks.,gtts,6.24,True,
gtts_0033_1776890332.wav,I would like to increase the daily withdrawal limit on my checking account.,gtts,4.872,True,
gtts_0034_1776890332.wav,The violin concerto performed by the orchestra was absolutely breathtaking.,gtts,5.376,True,
gtts_0035_1776890332.wav,Short time Fourier transform converts time domain signals to frequency domain representations.,gtts,7.512,True,
gtts_0036_1776890333.wav,Please confirm your travel dates for the reservation at the Grand Hotel.,gtts,5.04,True,
gtts_0037_1776890333.wav,The marathon route passes through the historic district and along the waterfront.,gtts,5.544,True,
gtts_0038_1776890333.wav,Mel frequency cepstral coefficients capture the timbral characteristics of audio signals.,gtts,6.504,True,
gtts_0039_1776890333.wav,I am calling to dispute an incorrect charge of forty five dollars and ninety nine cents.,gtts,6.096,True,
gtts_0040_1776890334.wav,The thunderstorm rolled across the plains bringing heavy rain and strong winds.,gtts,5.712,True,
gtts_0041_1776890334.wav,Dynamic liveness challenges generate unique phrases that prevent audio replay attacks.,gtts,6.36,True,
gtts_0042_1776890334.wav,Please state the purpose of your call so I can direct you appropriately.,gtts,4.896,True,
gtts_0043_1776890334.wav,The botanical garden contains over two thousand species of rare and exotic plants.,gtts,6.312,True,
gtts_0044_1776890335.wav,Softmax activation converts raw logits into a probability distribution over classes.,gtts,6.576,True,
gtts_0045_1776890335.wav,I need to change the mailing address associated with my retirement account.,gtts,5.184,True,
gtts_0046_1776890335.wav,The ancient oak tree in the town square has stood for over three centuries.,gtts,5.472,True,
